# These data are of tree census and sudden oak death infection from the
# Redwood Plot Network in California; collected by the 
# [Rizzo Lab](http://ucanr.edu/sites/rizzolab/) at UC Davis and compiled by 
# [Richard Cobb](mailto:rccobb@ucdavis.edu).
#
# Notes:
#
#-   3-4 tanoak had no dbh recorded. These are deleted from this set. If you 
#    notice an occasional omitted tree number; this is the cause.	
#-   DBH values were only collected in 2002
#-   Full census occurred in 2002 and 2007; observations of a subset in between
#-   Coordinates are in UTM; Zone 10
# Species Codes
# -------------
#
# ACMA	big leave maple	
# ARME	pacific madrone	
# COCO	california hazelnut	
# LIDE	tanoak	
# PSME	doughlas fir	
# QUAG	coast live oak	
# QUCH	canyon live oak	
# QUKE	california black oak	
# SESE	redwood	
# UMCA	california bay laurel
#
# Health Codes
# ------------
# 0 = Dead; not resprouting
# 1 = Healthy
# 2 = Unhealthy
# 3 = Almost dead
# 4 = Stem dead; but with live resprouts
# 5 = Missing
# 6 = Eliminated
#
Plot;Site;Easting;Northing;Tree;Species;Azimuth;Distance;Year;Health;Infected;DBH;Mortality;Status;Symptoms;Resprouting
13;Jack London State Park;539243;4244822;32;UMCA;230;2.8;2007;2;FALSE;;0;Alive;Yes;0
13;Jack London State Park;539243;4244822;33;UMCA;230;3.2;2002;2;TRUE;14.2;0;Alive;Yes;0
13;Jack London State Park;539243;4244822;33;UMCA;230;3.2;2007;6;FALSE;;1;Eliminated;No;0
13;Jack London State Park;539243;4244822;34;LIDE;250;11.2;2002;0;FALSE;10.8;1;Dead;Yes;0
13;Jack London State Park;539243;4244822;34;LIDE;250;11.2;2007;5;FALSE;;1;Missing;No;0
13;Jack London State Park;539243;4244822;35;UMCA;260;11.9;2002;2;TRUE;17.4;0;Alive;Yes;0
13;Jack London State Park;539243;4244822;35;UMCA;260;11.9;2007;1;FALSE;;0;Alive;Yes;0
13;Jack London State Park;539243;4244822;36;UMCA;230;6;2002;2;FALSE;12;0;Alive;Yes;0
13;Jack London State Park;539243;4244822;36;UMCA;230;6;2007;3;FALSE;;0;Alive;Yes;0
13;Jack London State Park;539243;4244822;37;LIDE;235;12.6;2002;2;TRUE;1.4;0;Alive;Yes;0
13;Jack London State Park;539243;4244822;37;LIDE;235;12.6;2007;1;FALSE;;0;Alive;No;0
13;Jack London State Park;539243;4244822;38;UMCA;230;11.5;2002;2;FALSE;2;0;Alive;Yes;0
13;Jack London State Park;539243;4244822;38;UMCA;230;11.5;2005;2;FALSE;;0;Alive;No;0
13;Jack London State Park;539243;4244822;38;UMCA;230;11.5;2007;5;FALSE;;1;Missing;No;0
13;Jack London State Park;539243;4244822;39;UMCA;232;11;2002;2;FALSE;1.3;0;Alive;Yes;0
13;Jack London State Park;539243;4244822;39;UMCA;232;11;2003;2;FALSE;;0;Alive;No;0
13;Jack London State Park;539243;4244822;39;UMCA;232;11;2007;5;FALSE;;1;Missing;No;0
13;Jack London State Park;539243;4244822;40;UMCA;231;10;2002;2;TRUE;1.5;0;Alive;Yes;0
13;Jack London State Park;539243;4244822;40;UMCA;231;10;2007;5;FALSE;;1;Missing;No;0
13;Jack London State Park;539243;4244822;41;LIDE;220;10;2002;2;TRUE;1.4;0;Alive;Yes;0
13;Jack London State Park;539243;4244822;41;LIDE;220;10;2005;2;FALSE;;0;Alive;No;0
13;Jack London State Park;539243;4244822;41;LIDE;220;10;2006;2;FALSE;;0;Alive;No;0
13;Jack London State Park;539243;4244822;41;LIDE;220;10;2007;5;FALSE;;1;Missing;No;0
13;Jack London State Park;539243;4244822;42;LIDE;220;10.1;2002;2;FALSE;2.4;0;Alive;No;0
13;Jack London State Park;539243;4244822;42;LIDE;220;10.1;2005;2;FALSE;;0;Alive;No;0
13;Jack London State Park;539243;4244822;42;LIDE;220;10.1;2006;2;FALSE;;0;Alive;No;0
13;Jack London State Park;539243;4244822;42;LIDE;220;10.1;2007;5;FALSE;;1;Missing;No;0
13;Jack London State Park;539243;4244822;43;LIDE;220;10.3;2002;2;FALSE;1;0;Alive;No;0
13;Jack London State Park;539243;4244822;43;LIDE;220;10.3;2003;2;TRUE;;0;Alive;Yes;0
13;Jack London State Park;539243;4244822;43;LIDE;220;10.3;2004;2;FALSE;;0;Alive;No;0
13;Jack London State Park;539243;4244822;43;LIDE;220;10.3;2006;2;FALSE;;0;Alive;No;0
13;Jack London State Park;539243;4244822;43;LIDE;220;10.3;2007;5;FALSE;;1;Missing;No;0
13;Jack London State Park;539243;4244822;44;LIDE;220;12.4;2002;2;FALSE;1.2;0;Alive;No;0
13;Jack London State Park;539243;4244822;44;LIDE;220;12.4;2004;2;FALSE;;0;Alive;Yes;0
13;Jack London State Park;539243;4244822;44;LIDE;220;12.4;2005;2;TRUE;;0;Alive;Yes;0
13;Jack London State Park;539243;4244822;44;LIDE;220;12.4;2006;2;FALSE;;0;Alive;No;0
13;Jack London State Park;539243;4244822;44;LIDE;220;12.4;2007;2;FALSE;;0;Alive;Yes;0
13;Jack London State Park;539243;4244822;45;UMCA;220;12.4;2002;2;TRUE;2;0;Alive;Yes;0
13;Jack London State Park;539243;4244822;45;UMCA;220;12.4;2006;2;FALSE;;0;Alive;No;0
13;Jack London State Park;539243;4244822;45;UMCA;220;12.4;2007;2;FALSE;;0;Alive;No;0
13;Jack London State Park;539243;4244822;46;LIDE;218;12.5;2002;2;FALSE;7.2;0;Alive;Yes;0
13;Jack London State Park;539243;4244822;46;LIDE;218;12.5;2003;2;FALSE;;0;Alive;No;0
13;Jack London State Park;539243;4244822;46;LIDE;218;12.5;2004;2;TRUE;;0;Alive;Yes;0
13;Jack London State Park;539243;4244822;46;LIDE;218;12.5;2005;2;FALSE;;0;Alive;No;0
13;Jack London State Park;539243;4244822;46;LIDE;218;12.5;2006;2;FALSE;;0;Alive;No;0
13;Jack London State Park;539243;4244822;46;LIDE;218;12.5;2007;5;FALSE;;1;Missing;No;0
13;Jack London State Park;539243;4244822;47;LIDE;208;8.5;2002;2;TRUE;1.8;0;Alive;Yes;0
13;Jack London State Park;539243;4244822;47;LIDE;208;8.5;2005;2;FALSE;;0;Alive;No;0
13;Jack London State Park;539243;4244822;47;LIDE;208;8.5;2006;2;FALSE;;0;Alive;No;0
13;Jack London State Park;539243;4244822;47;LIDE;208;8.5;2007;5;FALSE;;1;Missing;No;0
13;Jack London State Park;539243;4244822;48;LIDE;208;8.7;2002;0;FALSE;5.5;1;Dead;Yes;0
13;Jack London State Park;539243;4244822;48;LIDE;208;8.7;2007;1;FALSE;;0;Alive;Yes;0
13;Jack London State Park;539243;4244822;49;LIDE;210;11.1;2002;2;TRUE;2.6;0;Alive;Yes;0
13;Jack London State Park;539243;4244822;49;LIDE;210;11.1;2004;4;FALSE;;1;Dead w/Basal Sprouts;No;1
13;Jack London State Park;539243;4244822;49;LIDE;210;11.1;2007;2;FALSE;;0;Alive;No;0
13;Jack London State Park;539243;4244822;50;UMCA;210;12.5;2002;2;FALSE;2.8;0;Alive;Yes;0
13;Jack London State Park;539243;4244822;50;UMCA;210;12.5;2006;2;FALSE;;0;Alive;No;0
13;Jack London State Park;539243;4244822;50;UMCA;210;12.5;2007;2;FALSE;;0;Alive;No;0
13;Jack London State Park;539243;4244822;51;LIDE;212;12.3;2002;2;FALSE;1.6;0;Alive;No;0
13;Jack London State Park;539243;4244822;51;LIDE;212;12.3;2006;2;FALSE;;0;Alive;No;0
13;Jack London State Park;539243;4244822;51;LIDE;212;12.3;2007;5;FALSE;;1;Missing;No;0
13;Jack London State Park;539243;4244822;52;LIDE;204;12.5;2002;2;FALSE;7.7;0;Alive;No;0
13;Jack London State Park;539243;4244822;52;LIDE;204;12.5;2004;2;FALSE;;0;Alive;No;0
13;Jack London State Park;539243;4244822;52;LIDE;204;12.5;2006;2;FALSE;;0;Alive;No;0
13;Jack London State Park;539243;4244822;52;LIDE;204;12.5;2007;1;FALSE;;0;Alive;No;0
13;Jack London State Park;539243;4244822;53;LIDE;200;10.4;2002;2;FALSE;1.2;0;Alive;Yes;0
13;Jack London State Park;539243;4244822;53;LIDE;200;10.4;2005;2;FALSE;;0;Alive;No;0
13;Jack London State Park;539243;4244822;53;LIDE;200;10.4;2006;2;FALSE;;0;Alive;No;0
13;Jack London State Park;539243;4244822;53;LIDE;200;10.4;2007;1;FALSE;;0;Alive;Yes;0
13;Jack London State Park;539243;4244822;54;LIDE;185;9.9;2002;0;FALSE;3.5;1;Dead;Yes;0
13;Jack London State Park;539243;4244822;54;LIDE;185;9.9;2007;5;FALSE;;1;Missing;No;0
13;Jack London State Park;539243;4244822;55;LIDE;185;9.5;2002;2;FALSE;1;0;Alive;No;0
13;Jack London State Park;539243;4244822;55;LIDE;185;9.5;2005;2;FALSE;;0;Alive;No;0
13;Jack London State Park;539243;4244822;55;LIDE;185;9.5;2006;2;FALSE;;0;Alive;No;0
13;Jack London State Park;539243;4244822;55;LIDE;185;9.5;2007;1;FALSE;;0;Alive;No;0
13;Jack London State Park;539243;4244822;56;LIDE;185;9.5;2002;2;FALSE;1;0;Alive;No;0
13;Jack London State Park;539243;4244822;56;LIDE;185;9.5;2006;2;FALSE;;0;Alive;No;0
13;Jack London State Park;539243;4244822;56;LIDE;185;9.5;2007;1;FALSE;;0;Alive;Yes;0
13;Jack London State Park;539243;4244822;57;LIDE;185;9.5;2002;2;FALSE;1.8;0;Alive;No;0
13;Jack London State Park;539243;4244822;57;LIDE;185;9.5;2005;2;FALSE;;0;Alive;No;0
13;Jack London State Park;539243;4244822;57;LIDE;185;9.5;2006;2;FALSE;;0;Alive;No;0
13;Jack London State Park;539243;4244822;57;LIDE;185;9.5;2007;4;FALSE;;1;Dead w/Basal Sprouts;No;1
13;Jack London State Park;539243;4244822;58;UMCA;190;11.9;2002;2;TRUE;4.6;0;Alive;Yes;0
13;Jack London State Park;539243;4244822;58;UMCA;190;11.9;2007;2;FALSE;;0;Alive;Yes;0
13;Jack London State Park;539243;4244822;59;UMCA;190;12.2;2002;2;TRUE;9.8;0;Alive;Yes;0
13;Jack London State Park;539243;4244822;59;UMCA;190;12.2;2004;2;FALSE;;0;Alive;No;0
13;Jack London State Park;539243;4244822;59;UMCA;190;12.2;2007;2;FALSE;;0;Alive;Yes;0
13;Jack London State Park;539243;4244822;60;UMCA;190;6.1;2002;2;FALSE;2;0;Alive;Yes;0
13;Jack London State Park;539243;4244822;60;UMCA;190;6.1;2003;2;FALSE;;0;Alive;No;0
13;Jack London State Park;539243;4244822;60;UMCA;190;6.1;2004;2;TRUE;;0;Alive;Yes;0
13;Jack London State Park;539243;4244822;60;UMCA;190;6.1;2007;3;FALSE;;0;Alive;Yes;0
13;Jack London State Park;539243;4244822;61;UMCA;190;6.2;2002;2;FALSE;4.3;0;Alive;Yes;0
13;Jack London State Park;539243;4244822;61;UMCA;190;6.2;2003;2;FALSE;;0;Alive;No;0
13;Jack London State Park;539243;4244822;61;UMCA;190;6.2;2004;0;FALSE;;1;Dead;No;0
13;Jack London State Park;539243;4244822;61;UMCA;190;6.2;2007;5;FALSE;;1;Missing;No;0
13;Jack London State Park;539243;4244822;62;UMCA;190;7.7;2002;2;FALSE;17.3;0;Alive;Yes;0
13;Jack London State Park;539243;4244822;62;UMCA;190;7.7;2003;2;FALSE;;0;Alive;No;0
13;Jack London State Park;539243;4244822;62;UMCA;190;7.7;2007;2;FALSE;;0;Alive;Yes;0
13;Jack London State Park;539243;4244822;63;SESE;;11.4;2002;0;FALSE;5.6;1;Dead;No;0
13;Jack London State Park;539243;4244822;63;SESE;;11.4;2003;0;FALSE;;1;Dead;No;0
13;Jack London State Park;539243;4244822;63;SESE;;11.4;2007;0;FALSE;;1;Dead;No;0
14;Jack London State Park;539366;4244990;1;SESE;62;12.4;2002;2;FALSE;16.8;0;Alive;No;0
14;Jack London State Park;539366;4244990;1;SESE;62;12.4;2005;2;FALSE;;0;Alive;Yes;0
14;Jack London State Park;539366;4244990;1;SESE;62;12.4;2006;2;TRUE;;0;Alive;Yes;0
14;Jack London State Park;539366;4244990;1;SESE;62;12.4;2007;3;FALSE;;0;Alive;No;0
14;Jack London State Park;539366;4244990;2;SESE;62;12.4;2002;3;FALSE;12.3;0;Alive;No;0
14;Jack London State Park;539366;4244990;2;SESE;62;12.4;2005;3;FALSE;;0;Alive;Yes;0
14;Jack London State Park;539366;4244990;2;SESE;62;12.4;2006;3;TRUE;;0;Alive;Yes;0
14;Jack London State Park;539366;4244990;2;SESE;62;12.4;2007;3;FALSE;;0;Alive;No;0
14;Jack London State Park;539366;4244990;3;SESE;62;12.5;2002;2;FALSE;2.3;0;Alive;No;0
14;Jack London State Park;539366;4244990;3;SESE;62;12.5;2006;2;FALSE;;0;Alive;Yes;0
14;Jack London State Park;539366;4244990;3;SESE;62;12.5;2007;3;FALSE;;0;Alive;Yes;0
14;Jack London State Park;539366;4244990;4;SESE;62;12.6;2002;2;FALSE;144.3;0;Alive;No;0
14;Jack London State Park;539366;4244990;4;SESE;62;12.6;2007;1;FALSE;;0;Alive;Yes;0
14;Jack London State Park;539366;4244990;5;LIDE;75;11.8;2002;3;FALSE;6;0;Alive;Yes;0
14;Jack London State Park;539366;4244990;5;LIDE;75;11.8;2005;3;FALSE;;0;Alive;Yes;0
14;Jack London State Park;539366;4244990;5;LIDE;75;11.8;2006;3;TRUE;;0;Alive;Yes;0
14;Jack London State Park;539366;4244990;5;LIDE;75;11.8;2007;3;FALSE;;0;Alive;Yes;0
14;Jack London State Park;539366;4244990;6;ARME;56;8.7;2002;3;FALSE;37.5;0;Alive;No;0
14;Jack London State Park;539366;4244990;6;ARME;56;8.7;2004;0;FALSE;;1;Dead;No;0
14;Jack London State Park;539366;4244990;6;ARME;56;8.7;2007;0;FALSE;;1;Dead;No;0
14;Jack London State Park;539366;4244990;7;UMCA;60;5.7;2002;2;FALSE;2.7;0;Alive;Yes;0
14;Jack London State Park;539366;4244990;7;UMCA;60;5.7;2003;2;FALSE;;0;Alive;No;0
14;Jack London State Park;539366;4244990;7;UMCA;60;5.7;2004;2;TRUE;;0;Alive;Yes;0
14;Jack London State Park;539366;4244990;7;UMCA;60;5.7;2007;1;FALSE;;0;Alive;Yes;0
14;Jack London State Park;539366;4244990;8;LIDE;92;5.7;2002;2;FALSE;5.2;0;Alive;Yes;0
14;Jack London State Park;539366;4244990;8;LIDE;92;5.7;2003;2;FALSE;;0;Alive;No;0
14;Jack London State Park;539366;4244990;8;LIDE;92;5.7;2004;2;TRUE;;0;Alive;Yes;0
14;Jack London State Park;539366;4244990;8;LIDE;92;5.7;2007;2;TRUE;;0;Alive;Yes;0
14;Jack London State Park;539366;4244990;9;LIDE;92;5.8;2002;2;TRUE;6.5;0;Alive;Yes;0
14;Jack London State Park;539366;4244990;9;LIDE;92;5.8;2006;2;FALSE;;0;Alive;No;0
14;Jack London State Park;539366;4244990;9;LIDE;92;5.8;2007;0;FALSE;;1;Dead;No;0
14;Jack London State Park;539366;4244990;10;LIDE;92;5.7;2002;2;FALSE;4.3;0;Alive;No;0
14;Jack London State Park;539366;4244990;10;LIDE;92;5.7;2003;2;TRUE;;0;Alive;Yes;0
14;Jack London State Park;539366;4244990;10;LIDE;92;5.7;2007;2;FALSE;;0;Alive;Yes;0
14;Jack London State Park;539366;4244990;11;UMCA;105;7.8;2002;2;FALSE;32.7;0;Alive;No;0
14;Jack London State Park;539366;4244990;11;UMCA;105;7.8;2007;1;FALSE;;0;Alive;No;0
14;Jack London State Park;539366;4244990;12;UMCA;109;8.3;2002;2;FALSE;23;0;Alive;No;0
14;Jack London State Park;539366;4244990;12;UMCA;109;8.3;2007;3;FALSE;;0;Alive;Yes;0
14;Jack London State Park;539366;4244990;13;UMCA;109;9.4;2002;2;FALSE;3.5;0;Alive;Yes;0
14;Jack London State Park;539366;4244990;13;UMCA;109;9.4;2005;2;FALSE;;0;Alive;No;0
14;Jack London State Park;539366;4244990;13;UMCA;109;9.4;2006;2;TRUE;;0;Alive;Yes;0
14;Jack London State Park;539366;4244990;13;UMCA;109;9.4;2007;2;FALSE;;0;Alive;Yes;0
14;Jack London State Park;539366;4244990;14;UMCA;105;9.3;2002;2;FALSE;1;0;Alive;No;0
14;Jack London State Park;539366;4244990;14;UMCA;105;9.3;2003;2;FALSE;;0;Alive;No;0
14;Jack London State Park;539366;4244990;14;UMCA;105;9.3;2004;2;TRUE;;0;Alive;Yes;0
14;Jack London State Park;539366;4244990;14;UMCA;105;9.3;2007;2;FALSE;;0;Alive;Yes;0
14;Jack London State Park;539366;4244990;15;LIDE;109;10.4;2002;2;FALSE;35.3;0;Alive;No;0
14;Jack London State Park;539366;4244990;15;LIDE;109;10.4;2007;2;TRUE;;0;Alive;Yes;0
14;Jack London State Park;539366;4244990;16;LIDE;105;10.5;2002;2;FALSE;36.3;0;Alive;No;0
14;Jack London State Park;539366;4244990;16;LIDE;105;10.5;2007;4;TRUE;;1;Dead w/Basal Sprouts;Yes;1
14;Jack London State Park;539366;4244990;17;UMCA;131;11.2;2002;2;TRUE;3.9;0;Alive;Yes;0
14;Jack London State Park;539366;4244990;17;UMCA;131;11.2;2007;3;FALSE;;0;Alive;Yes;0
14;Jack London State Park;539366;4244990;18;UMCA;139;12;2002;2;FALSE;3;0;Alive;Yes;0
14;Jack London State Park;539366;4244990;18;UMCA;139;12;2003;2;FALSE;;0;Alive;No;0
14;Jack London State Park;539366;4244990;18;UMCA;139;12;2004;2;TRUE;;0;Alive;Yes;0
14;Jack London State Park;539366;4244990;18;UMCA;139;12;2007;2;FALSE;;0;Alive;Yes;0
14;Jack London State Park;539366;4244990;19;UMCA;140;12.6;2002;2;FALSE;1.7;0;Alive;Yes;0
14;Jack London State Park;539366;4244990;19;UMCA;140;12.6;2003;2;TRUE;;0;Alive;Yes;0
14;Jack London State Park;539366;4244990;19;UMCA;140;12.6;2007;2;FALSE;;0;Alive;Yes;0
14;Jack London State Park;539366;4244990;20;UMCA;140;12.2;2002;2;FALSE;24.6;0;Alive;Yes;0
14;Jack London State Park;539366;4244990;20;UMCA;140;12.2;2003;2;FALSE;;0;Alive;No;0
14;Jack London State Park;539366;4244990;20;UMCA;140;12.2;2005;2;TRUE;;0;Alive;Yes;0
14;Jack London State Park;539366;4244990;20;UMCA;140;12.2;2007;1;FALSE;;0;Alive;Yes;0
14;Jack London State Park;539366;4244990;21;QUKE;137;5.9;2002;2;FALSE;51.3;0;Alive;No;0
14;Jack London State Park;539366;4244990;21;QUKE;137;5.9;2005;2;FALSE;;0;Alive;No;0
14;Jack London State Park;539366;4244990;21;QUKE;137;5.9;2006;2;TRUE;;0;Alive;Yes;0
14;Jack London State Park;539366;4244990;21;QUKE;137;5.9;2007;1;FALSE;;0;Alive;Yes;0
14;Jack London State Park;539366;4244990;22;UMCA;183;7.8;2002;2;TRUE;9.1;0;Alive;Yes;0
14;Jack London State Park;539366;4244990;22;UMCA;183;7.8;2007;1;FALSE;;0;Alive;Yes;0
14;Jack London State Park;539366;4244990;23;UMCA;200;11.3;2002;2;FALSE;47.8;0;Alive;Yes;0
14;Jack London State Park;539366;4244990;23;UMCA;200;11.3;2003;2;FALSE;;0;Alive;No;0
14;Jack London State Park;539366;4244990;23;UMCA;200;11.3;2007;1;FALSE;;0;Alive;Yes;0
14;Jack London State Park;539366;4244990;24;LIDE;215;12.4;2002;2;TRUE;2;0;Alive;Yes;0
14;Jack London State Park;539366;4244990;24;LIDE;215;12.4;2005;5;FALSE;;1;Missing;No;0
14;Jack London State Park;539366;4244990;24;LIDE;215;12.4;2007;5;FALSE;;1;Missing;No;0
14;Jack London State Park;539366;4244990;25;UMCA;240;12.2;2002;1;FALSE;9;0;Alive;Yes;0
14;Jack London State Park;539366;4244990;25;UMCA;240;12.2;2003;1;FALSE;;0;Alive;No;0
14;Jack London State Park;539366;4244990;25;UMCA;240;12.2;2005;1;TRUE;;0;Alive;Yes;0
14;Jack London State Park;539366;4244990;25;UMCA;240;12.2;2007;5;FALSE;;1;Missing;No;0
14;Jack London State Park;539366;4244990;26;LIDE;258;8.1;2002;2;FALSE;2;0;Alive;Yes;0
14;Jack London State Park;539366;4244990;26;LIDE;258;8.1;2003;2;FALSE;;0;Alive;No;0
14;Jack London State Park;539366;4244990;26;LIDE;258;8.1;2006;2;TRUE;;0;Alive;Yes;0
14;Jack London State Park;539366;4244990;26;LIDE;258;8.1;2007;2;FALSE;;0;Alive;Yes;0
14;Jack London State Park;539366;4244990;27;LIDE;261;7.8;2002;2;TRUE;2.2;0;Alive;Yes;0
14;Jack London State Park;539366;4244990;27;LIDE;261;7.8;2007;2;FALSE;;0;Alive;Yes;0
14;Jack London State Park;539366;4244990;28;LIDE;260;8.5;2002;2;FALSE;2;0;Alive;No;0
14;Jack London State Park;539366;4244990;28;LIDE;260;8.5;2003;2;FALSE;;0;Alive;Yes;0
14;Jack London State Park;539366;4244990;28;LIDE;260;8.5;2007;2;FALSE;;0;Alive;Yes;0
14;Jack London State Park;539366;4244990;29;UMCA;263;11.8;2002;2;FALSE;5.4;0;Alive;Yes;0
14;Jack London State Park;539366;4244990;29;UMCA;263;11.8;2003;2;FALSE;;0;Alive;No;0
14;Jack London State Park;539366;4244990;29;UMCA;263;11.8;2004;2;TRUE;;0;Alive;Yes;0
14;Jack London State Park;539366;4244990;29;UMCA;263;11.8;2007;2;FALSE;;0;Alive;Yes;0
14;Jack London State Park;539366;4244990;30;LIDE;278;10.5;2002;2;TRUE;5.8;0;Alive;Yes;0
14;Jack London State Park;539366;4244990;30;LIDE;278;10.5;2005;0;FALSE;;1;Dead;No;0
14;Jack London State Park;539366;4244990;30;LIDE;278;10.5;2007;4;FALSE;;1;Dead w/Basal Sprouts;Yes;1
14;Jack London State Park;539366;4244990;31;LIDE;277;10.6;2002;2;FALSE;1;0;Alive;No;0
14;Jack London State Park;539366;4244990;31;LIDE;277;10.6;2005;2;TRUE;;0;Alive;Yes;0
14;Jack London State Park;539366;4244990;31;LIDE;277;10.6;2007;3;FALSE;;0;Alive;Yes;0
14;Jack London State Park;539366;4244990;32;UMCA;278;9.1;2002;2;FALSE;30.8;0;Alive;No;0
14;Jack London State Park;539366;4244990;32;UMCA;278;9.1;2007;3;FALSE;;0;Alive;Yes;0
14;Jack London State Park;539366;4244990;33;LIDE;292;8.7;2002;2;FALSE;6.2;0;Alive;No;0
14;Jack London State Park;539366;4244990;33;LIDE;292;8.7;2007;1;TRUE;;0;Alive;Yes;0
14;Jack London State Park;539366;4244990;34;LIDE;285;11.1;2002;2;FALSE;3.5;0;Alive;No;0
14;Jack London State Park;539366;4244990;34;LIDE;285;11.1;2004;2;TRUE;;0;Alive;Yes;0
14;Jack London State Park;539366;4244990;34;LIDE;285;11.1;2007;1;FALSE;;0;Alive;Yes;0
14;Jack London State Park;539366;4244990;35;UMCA;268;11.8;2002;2;FALSE;2.5;0;Alive;No;0
14;Jack London State Park;539366;4244990;35;UMCA;268;11.8;2003;2;TRUE;;0;Alive;Yes;0
14;Jack London State Park;539366;4244990;35;UMCA;268;11.8;2007;3;FALSE;;0;Alive;No;0
14;Jack London State Park;539366;4244990;36;LIDE;280;10.6;2002;2;TRUE;1.5;0;Alive;Yes;0
14;Jack London State Park;539366;4244990;36;LIDE;280;10.6;2007;2;FALSE;;0;Alive;Yes;0
14;Jack London State Park;539366;4244990;37;LIDE;318;10.7;2002;2;TRUE;1;0;Alive;Yes;0
14;Jack London State Park;539366;4244990;37;LIDE;318;10.7;2004;4;FALSE;;1;Dead w/Basal Sprouts;No;1
14;Jack London State Park;539366;4244990;37;LIDE;318;10.7;2007;5;FALSE;;1;Missing;No;0
14;Jack London State Park;539366;4244990;38;LIDE;316;11.9;2002;2;FALSE;2.8;0;Alive;No;0
14;Jack London State Park;539366;4244990;38;LIDE;316;11.9;2005;5;FALSE;;1;Missing;No;0
14;Jack London State Park;539366;4244990;38;LIDE;316;11.9;2007;5;FALSE;;1;Missing;No;0
14;Jack London State Park;539366;4244990;39;LIDE;316;12.2;2002;2;TRUE;1.3;0;Alive;Yes;0
14;Jack London State Park;539366;4244990;39;LIDE;316;12.2;2006;5;FALSE;;1;Missing;No;0
14;Jack London State Park;539366;4244990;39;LIDE;316;12.2;2007;5;FALSE;;1;Missing;No;0
14;Jack London State Park;539366;4244990;40;LIDE;316;12.4;2002;2;TRUE;1.6;0;Alive;Yes;0
14;Jack London State Park;539366;4244990;40;LIDE;316;12.4;2007;3;FALSE;;0;Alive;Yes;0
14;Jack London State Park;539366;4244990;41;UMCA;319;11.2;2002;2;FALSE;54;0;Alive;Yes;0
14;Jack London State Park;539366;4244990;41;UMCA;319;11.2;2007;2;FALSE;;0;Alive;No;0
14;Jack London State Park;539366;4244990;42;LIDE;310;3.7;2002;2;TRUE;13.7;0;Alive;Yes;0
14;Jack London State Park;539366;4244990;42;LIDE;310;3.7;2005;0;FALSE;;1;Dead;No;0
14;Jack London State Park;539366;4244990;42;LIDE;310;3.7;2007;0;FALSE;;1;Dead;No;0
14;Jack London State Park;539366;4244990;43;UMCA;39;12.6;2002;2;FALSE;23.2;0;Alive;Yes;0
14;Jack London State Park;539366;4244990;43;UMCA;39;12.6;2003;2;FALSE;;0;Alive;No;0
14;Jack London State Park;539366;4244990;43;UMCA;39;12.6;2005;2;TRUE;;0;Alive;Yes;0
14;Jack London State Park;539366;4244990;43;UMCA;39;12.6;2007;1;FALSE;;0;Alive;Yes;0
14;Jack London State Park;539366;4244990;44;UMCA;44;12.5;2002;2;FALSE;33;0;Alive;Yes;0
14;Jack London State Park;539366;4244990;44;UMCA;44;12.5;2007;1;FALSE;;0;Alive;Yes;0
14;Jack London State Park;539366;4244990;45;LIDE;0;1.4;2002;2;FALSE;56;0;Alive;Yes;0
14;Jack London State Park;539366;4244990;45;LIDE;0;1.4;2003;2;FALSE;;0;Alive;No;0
14;Jack London State Park;539366;4244990;45;LIDE;0;1.4;2006;0;FALSE;;1;Dead;No;0
14;Jack London State Park;539366;4244990;45;LIDE;0;1.4;2007;0;FALSE;;1;Dead;No;0
14;Jack London State Park;539366;4244990;46;LIDE;198;2.7;2002;0;FALSE;45.2;1;Dead;Yes;0
14;Jack London State Park;539366;4244990;46;LIDE;198;2.7;2007;0;FALSE;;1;Dead;No;0
14;Jack London State Park;539366;4244990;47;LIDE;33;2.6;2002;3;FALSE;59.4;0;Alive;Yes;0
14;Jack London State Park;539366;4244990;47;LIDE;33;2.6;2003;3;FALSE;;0;Alive;No;0
14;Jack London State Park;539366;4244990;47;LIDE;33;2.6;2005;0;FALSE;;1;Dead;No;0
14;Jack London State Park;539366;4244990;47;LIDE;33;2.6;2007;0;FALSE;;1;Dead;No;0
14;Jack London State Park;539366;4244990;48;LIDE;82;0.7;2002;2;FALSE;4.6;0;Alive;Yes;0
14;Jack London State Park;539366;4244990;48;LIDE;82;0.7;2007;1;TRUE;;0;Alive;Yes;0
14;Jack London State Park;539366;4244990;49;LIDE;63;1;2002;2;FALSE;2.6;0;Alive;No;0
14;Jack London State Park;539366;4244990;49;LIDE;63;1;2006;2;TRUE;;0;Alive;Yes;0
14;Jack London State Park;539366;4244990;49;LIDE;63;1;2007;1;FALSE;;0;Alive;Yes;0
14;Jack London State Park;539366;4244990;50;LIDE;44;1.1;2002;2;FALSE;2.4;0;Alive;No;0
14;Jack London State Park;539366;4244990;50;LIDE;44;1.1;2004;2;FALSE;;0;Alive;Yes;0
14;Jack London State Park;539366;4244990;50;LIDE;44;1.1;2005;2;TRUE;;0;Alive;Yes;0
14;Jack London State Park;539366;4244990;50;LIDE;44;1.1;2007;2;FALSE;;0;Alive;Yes;0
14;Jack London State Park;539366;4244990;51;LIDE;36;4;2002;2;FALSE;3;0;Alive;Yes;0
14;Jack London State Park;539366;4244990;51;LIDE;36;4;2003;2;FALSE;;0;Alive;No;0
